,precision,recall,f1-score,support
4445,0.0,0.0,0.0,1.0
4446,0.0,0.0,0.0,1.0
4447,0.0,0.0,0.0,1.0
4448,0.0,0.0,0.0,1.0
4449,0.0,0.0,0.0,1.0
4450,0.0,0.0,0.0,1.0
4451,0.0,0.0,0.0,3.0
4452,0.0,0.0,0.0,1.0
4454,0.0,0.0,0.0,1.0
4455,0.0,0.0,0.0,20.0
4456,0.0,0.0,0.0,2.0
4457,0.0,0.0,0.0,3.0
4458,0.0,0.0,0.0,1.0
4459,0.0,0.0,0.0,12.0
4460,0.0,0.0,0.0,2.0
4461,0.0,0.0,0.0,1.0
4462,0.0,0.0,0.0,1.0
4463,0.0,0.0,0.0,1.0
4464,0.0,0.0,0.0,1.0
4465,0.0,0.0,0.0,1.0
4466,0.0,0.0,0.0,1.0
4467,0.0,0.0,0.0,1.0
4468,0.0,0.0,0.0,1.0
4469,0.0,0.0,0.0,2.0
4470,0.0,0.0,0.0,1.0
4471,0.0,0.0,0.0,1.0
4472,0.0,0.0,0.0,1.0
4473,0.0,0.0,0.0,1.0
4474,0.0,0.0,0.0,1.0
4475,0.0,0.0,0.0,2.0
4476,0.0,0.0,0.0,1.0
4477,0.0,0.0,0.0,5.0
4478,0.0,0.0,0.0,1.0
4479,0.0,0.0,0.0,4.0
4480,0.0,0.0,0.0,1.0
4481,0.0,0.0,0.0,1.0
4482,0.0,0.0,0.0,1.0
4483,0.0,0.0,0.0,1.0
4484,0.0,0.0,0.0,2.0
4485,0.0,0.0,0.0,1.0
4486,0.0,0.0,0.0,1.0
4487,0.0,0.0,0.0,3.0
4488,0.0,0.0,0.0,1.0
4489,0.0,0.0,0.0,2.0
4490,0.0,0.0,0.0,4.0
4491,0.0,0.0,0.0,1.0
4492,0.0,0.0,0.0,6.0
4493,0.0,0.0,0.0,1.0
4494,0.0,0.0,0.0,1.0
4495,0.0,0.0,0.0,2.0
4496,0.0,0.0,0.0,1.0
4497,0.0,0.0,0.0,1.0
4498,0.0,0.0,0.0,1.0
4499,0.0,0.0,0.0,22.0
4500,0.0,0.0,0.0,1.0
4501,0.0,0.0,0.0,1.0
4502,0.0,0.0,0.0,1.0
4503,0.0,0.0,0.0,1.0
4504,0.0,0.0,0.0,1.0
4505,0.0,0.0,0.0,1.0
4506,0.0,0.0,0.0,2.0
4507,0.0,0.0,0.0,1.0
4508,0.0,0.0,0.0,2.0
4509,0.0,0.0,0.0,3.0
4527,0.0,0.0,0.0,0.0
4587,0.0,0.0,0.0,0.0
4607,0.0,0.0,0.0,0.0
